class id,filepaths,label,scientific name,Big Garden Bird Watch '22 Rank,BoCC5 Status,Source
15,.\birds\Carrion_Crow(111).jpg,Carrion_Crow,Corvus corone,16,Green,http://www.naturephoto-cz.com/photos/mraz/carrion-crow-37x_13d926.jpg
1,.\birds\BlueTit(132).jpg,Blue_Tit,Cyanistes caeruleus,2,Green,https://i.pinimg.com/736x/58/8c/fa/588cfaadcb7ee4866c108e75344d6aec.jpg
6,.\birds\Goldfinch(20).jpg,Goldfinch,Carduelis carduelis,7,Green,https://i.pinimg.com/originals/08/00/17/0800178079c84732192c8ce99d7de46d.jpg
7,.\birds\Great_Tit(65).jpg,Great_Tit,Parus major,8,Green,http://www.exworld.fr/WordPress/wp-content/images/juin-2019/Parus.jpg
17,.\birds\Greenfinch(140).jpg,Greenfinch,Chloris chloris,18,Red,https://www.birdforum.net/gallery/greenfinch.650535/full
7,.\birds\Great_Tit(118).jpg,Great_Tit,Parus major,8,Green,https://i.pinimg.com/originals/e5/c1/76/e5c176e0dbfc496505291f7778d0037e.jpg
3,.\birds\Wood_Pigeon(39).jpg,Wood_Pigeon,Columba palumbus,4,Amber,https://biodiversidade.eu/web/cache/scene/uploads/imaxes/imaxe/b42/_S7QytKoutjK3UsovKMnMzytWsi62MjS0UipKLc6sStVRsDAwUL_/_KuBQA=_/56d1cd832a-64.jpg
11,.\birds\Dunnock(13).jpg,Dunnock,Prunella modularis,12,Amber,https://img5.juzaphoto.com/001/shared_files/uploads/3426994_l.jpg
0,.\birds\House_Sparrow(57).jpg,House_Sparrow,Passer domesticus,1,Red,https://www.natuurlijkmooi.net/images/passdome3.jpg
16,.\birds\Coal_Tit(143).jpg,Coal_Tit,Periparus ater,17,Green,http://3.bp.blogspot.com/_Y5zURUIaOCc/S9nR4Le72zI/AAAAAAAAKLc/BZcBBoD2Dxw/s1600/Coal+Tit+F2-1.jpg
13,.\birds\Feral_Pigeon(63).jpg,Feral_Pigeon,Columba livia domestica,14,Green,http://www.permuted.org.uk/photography/wp-content/uploads/2008/04/pigeon_feral_2304084415.jpg
2,.\birds\Starling(114).jpg,Starling,Sturnus vulgaris,3,Red,https://focusingonwildlife.com/news/wp-content/gallery/best-photo-of-the-week-competition-07-jan-2017/starling1.jpg
10,.\birds\Chaffinch(122).jpg,Chaffinch,Fringilla coelebs,11,Green,https://www.naturephoto-cz.com/fullsize/mraz/chaffinch-39x_20a197.jpg
0,.\birds\House_Sparrow(26).jpg,House_Sparrow,Passer domesticus,1,Red,http://www.hlasek.com/foto/passer_domesticus_hb0402.jpg
5,.\birds\Robin(30).jpg,Robin,Erithacus rubecula,6,Green,https://www.publicdomainpictures.net/pictures/250000/velka/robin-erithacus-rubecula-1519136571Sne.jpg
9,.\birds\Long_Tailed_Tit(79).jpg,Long_Tailed_Tit,Aegithalos caudatus,10,Green,https://live.staticflickr.com/8758/17113378135_46725dc78d_b.jpg
18,.\birds\Wren(78).jpg,Wren,Troglodytes troglodytes,19,Amber,http://sandiegobirdspot.com/wp-content/gallery/bewicks-wren/QL0A3908.jpg
12,.\birds\Jackdaw(56).jpg,Jackdaw,Coloeus monedula,13,Green,https://img2.juzaphoto.com/001/shared_files/uploads/1313796_m.jpg
15,.\birds\Carrion_Crow(35).jpg,Carrion_Crow,Corvus corone,16,Green,https://www.naturephoto-cz.com/photos/mraz/corvus-corone-corone-37x_13d926.jpg
3,.\birds\Wood_Pigeon(90).jpg,Wood_Pigeon,Columba palumbus,4,Amber,https://avibirds.com/wp-content/uploads/2021/02/common-woodpigeon-adult.jpg
12,.\birds\Jackdaw(128).jpg,Jackdaw,Coloeus monedula,13,Green,"https://res-4.cloudinary.com/ebirdr/image/upload/s--Za8nQaci--/f_auto,q_auto,t_full/2413-eurasian-jackdaw.jpg"
16,.\birds\Coal_Tit(128).jpg,Coal_Tit,Periparus ater,17,Green,http://www.countrysideinfo.co.uk/bird_records/feb07/coal_tit.JPG
11,.\birds\Dunnock(140).jpg,Dunnock,Prunella modularis,12,Amber,https://birdsandtreesnet.files.wordpress.com/2018/07/zzlr-dunnock-3.jpg
16,.\birds\Coal_Tit(144).jpg,Coal_Tit,Periparus ater,17,Green,https://www.naturephoto-cz.com/photos/mraz/coal-tit-08A006.jpg
11,.\birds\Dunnock(131).jpg,Dunnock,Prunella modularis,12,Amber,https://twootz.com/assets/images/bird/Dunnock.jpg
6,.\birds\Goldfinch(116).jpg,Goldfinch,Carduelis carduelis,7,Green,https://www.naturephoto-cz.com/fullsize/birds/goldfinch-224639.jpg
14,.\birds\Collared_Dove(93).jpg,Collared_Dove,Streptopelia decaocto,15,Green,https://1.bp.blogspot.com/-Re-2bT8k-2M/UEWXaXdl5iI/AAAAAAAAAF4/rqPlrOQUF40/s1600/Collared+Dove+-+Sep+12.jpg
9,.\birds\Long_Tailed_Tit(27).jpg,Long_Tailed_Tit,Aegithalos caudatus,10,Green,http://1.bp.blogspot.com/-cU_CHdt6wns/URZAcs-VftI/AAAAAAAADYo/rwUMTlPrSP0/s1600/Mito+(Aegithalos+caudatus)+-+IMG_8453+Blog.jpg
10,.\birds\Chaffinch(81).jpg,Chaffinch,Fringilla coelebs,11,Green,https://3.bp.blogspot.com/-q8eBYgCqk74/TwdvCHCpHUI/AAAAAAAAArg/GJm6b-TqWaI/s1600/FRINGILLA+COELEBS.jpg
19,.\birds\Song_Thrush(108).jpg,Song_Thrush,Turdus philomelos,20,Amber,https://2.bp.blogspot.com/--3zwUapHDgE/WKrDJdm6r5I/AAAAAAAAX0w/pzzgozMIu3IIMYSqT_1rw_tIJOMVfMNvACLcB/s1600/Song%2BThrush%2B3%2BCraig.jpg
3,.\birds\Wood_Pigeon(110).jpg,Wood_Pigeon,Columba palumbus,4,Amber,https://i.pinimg.com/originals/ab/d7/a0/abd7a0dabe4dda10980e72e336ba851f.jpg
17,.\birds\Greenfinch(31).jpg,Greenfinch,Chloris chloris,18,Red,https://www.bio-scene.org/sites/default/files/styles/xxl/public/Cchloris1104-1264.JPG
13,.\birds\Feral_Pigeon(65).jpg,Feral_Pigeon,Columba livia domestica,14,Green,http://4.bp.blogspot.com/-OpMmDHSQWFc/Uft8j24jgOI/AAAAAAAACzg/-gQ0KSZw1XQ/s1600/Feral_Pigeon2.jpg
19,.\birds\Song_Thrush(65).jpg,Song_Thrush,Turdus philomelos,20,Amber,https://www.natuurlijkmooi.net/images/turdphil2.jpg
15,.\birds\Carrion_Crow(28).jpg,Carrion_Crow,Corvus corone,16,Green,https://live.staticflickr.com/5040/14320429441_bd82bd32e1.jpg
9,.\birds\Long_Tailed_Tit(141).jpg,Long_Tailed_Tit,Aegithalos caudatus,10,Green,https://www.naturephoto-cz.com/fullsize/mraz/long-tailed-tit-31x_17a216.jpg
9,.\birds\Long_Tailed_Tit(16).jpg,Long_Tailed_Tit,Aegithalos caudatus,10,Green,https://i.pinimg.com/originals/e3/f2/2d/e3f22de3175affc6d2e0beed8d60bd57.jpg
5,.\birds\Robin(69).jpg,Robin,Erithacus rubecula,6,Green,https://i.pinimg.com/originals/66/7e/62/667e62ff655f28d2bf4eeb9ae4749f9f.jpg
9,.\birds\Long_Tailed_Tit(106).jpg,Long_Tailed_Tit,Aegithalos caudatus,10,Green,https://www.britishbirdlovers.co.uk/images/news/long-tailed-tit.jpg
13,.\birds\Feral_Pigeon(25).jpg,Feral_Pigeon,Columba livia domestica,14,Green,https://i.pinimg.com/736x/4d/61/27/4d61271f568144e874fc55eeabb8ea22--birds.jpg
10,.\birds\Chaffinch(125).jpg,Chaffinch,Fringilla coelebs,11,Green,http://3.bp.blogspot.com/-nXx6yLnSnt8/UTjgBb9Y7qI/AAAAAAAABiQ/DAbUeqqpL3E/s1600/chaffinch%252C+wildaboutgardens.jpg
12,.\birds\Jackdaw(65).jpg,Jackdaw,Coloeus monedula,13,Green,http://babkawmrowkach.pl/wp-content/uploads/2015/02/IMG_5385.jpg
18,.\birds\Wren(51).jpg,Wren,Troglodytes troglodytes,19,Amber,http://www.naturephoto-cz.com/photos/birds/troglodytes-troglodytes-140818.jpg
19,.\birds\Song_Thrush(131).jpg,Song_Thrush,Turdus philomelos,20,Amber,https://2.bp.blogspot.com/-_8mOGbXKBDs/V3V5yg_2v8I/AAAAAAAARjk/9HI0443Qv68D78rlAM1yjjt_mS4q1nAWwCLcB/w1200-h630-p-k-no-nu/song%2Bthrush%2B%2528juv%2529%252C%2BCambourne.jpg
12,.\birds\Jackdaw(69).jpg,Jackdaw,Coloeus monedula,13,Green,http://www.snakebunk.com/animalia/aves/passeriformes/corvidae/coloeus_monedula_1424.jpg
18,.\birds\Wren(64).jpg,Wren,Troglodytes troglodytes,19,Amber,https://focusingonwildlife.com/news/wp-content/gallery/cache/7030__590x_wren_01.jpg
19,.\birds\Song_Thrush(1).jpg,Song_Thrush,Turdus philomelos,20,Amber,https://2.bp.blogspot.com/-GGW4w7x0zfg/WlpqY-UOSRI/AAAAAAABQPM/5f2C6FUFBPgKOgwXV9BdKg--iugu62PFQCLcBGAs/s1600/DSC01052-%25281%2529.jpg
17,.\birds\Greenfinch(145).jpg,Greenfinch,Chloris chloris,18,Red,http://www.english-country-garden.com/a/i/birds/greenfinch-5.jpg
17,.\birds\Greenfinch(143).jpg,Greenfinch,Chloris chloris,18,Red,https://www.naturephoto-cz.com/fullsize/birds/greenfinch-126715.jpg
3,.\birds\Wood_Pigeon(75).jpg,Wood_Pigeon,Columba palumbus,4,Amber,https://live.staticflickr.com/5513/10071998605_23e86edff1_b.jpg
13,.\birds\Feral_Pigeon(5).jpg,Feral_Pigeon,Columba livia domestica,14,Green,https://i.pinimg.com/originals/80/5f/6d/805f6d6088976db55ce4ff61baead5a6.jpg
3,.\birds\Wood_Pigeon(88).jpg,Wood_Pigeon,Columba palumbus,4,Amber,https://secure.i.telegraph.co.uk/multimedia/archive/02865/woodpigeon_2865140k.jpg
11,.\birds\Dunnock(93).jpg,Dunnock,Prunella modularis,12,Amber,https://www.naturephoto-cz.com/photos/mraz/prunella-modularis-76x_21a203.jpg
12,.\birds\Jackdaw(85).jpg,Jackdaw,Coloeus monedula,13,Green,https://www.british-birdsongs.uk/images/jackdaw.jpg
8,.\birds\Magpie(67).jpg,Magpie,Pica pica,9,Green,http://www.english-country-garden.com/a/i/birds/magpie-3.jpg
15,.\birds\Carrion_Crow(16).jpg,Carrion_Crow,Corvus corone,16,Green,https://i.pinimg.com/originals/c6/85/41/c6854108cbb375dfcc427f1ce1c3233a.jpg
1,.\birds\BlueTit(102).jpg,Blue_Tit,Cyanistes caeruleus,2,Green,https://i.pinimg.com/originals/69/4c/9f/694c9fe2399b7fda0812466195dbf2c0.jpg
18,.\birds\Wren(76).jpg,Wren,Troglodytes troglodytes,19,Amber,https://www.oiseaux.net/photos/lars.petersson/images/troglodyte.familier.lape.1g.jpg
5,.\birds\Robin(26).jpg,Robin,Erithacus rubecula,6,Green,https://www.publicdomainpictures.net/pictures/250000/velka/robin-erithacus-rubecula-1515593463uLH.jpg
9,.\birds\Long_Tailed_Tit(64).jpg,Long_Tailed_Tit,Aegithalos caudatus,10,Green,https://1.bp.blogspot.com/-JBrw19w7vak/UHrWJzCB3II/AAAAAAAABCk/aCKmHS6dRfc/s1600/CIMG1967.JPG
12,.\birds\Jackdaw(68).jpg,Jackdaw,Coloeus monedula,13,Green,http://www.eldifoto.se/galleries/001/photos/DSC_6254-Redigera.jpg
5,.\birds\Robin(139).jpg,Robin,Erithacus rubecula,6,Green,https://wildfoxwildfire.files.wordpress.com/2015/11/robin_0346s-1.jpg
9,.\birds\Long_Tailed_Tit(13).jpg,Long_Tailed_Tit,Aegithalos caudatus,10,Green,https://aminus3.s3.amazonaws.com/image/g0019/u00018187/i02207649/579fd014772d329678e61109595dec7e_giant.jpg
10,.\birds\Chaffinch(29).jpg,Chaffinch,Fringilla coelebs,11,Green,https://live.staticflickr.com/65535/51927215865_9eac98b66b_b.jpg
16,.\birds\Coal_Tit(7).jpg,Coal_Tit,Periparus ater,17,Green,https://www.naturephoto-cz.com/photos/mraz/periparus-ater-08A007.jpg
0,.\birds\House_Sparrow(51).jpg,House_Sparrow,Passer domesticus,1,Red,http://parfaitimage.com/Images/Aves/Passer_domesticus_2008-04-26.jpg
3,.\birds\Wood_Pigeon(1).jpg,Wood_Pigeon,Columba palumbus,4,Amber,https://antropocene.it/wp-content/uploads/2020/07/Columba_palumbus.jpg
10,.\birds\Chaffinch(107).jpg,Chaffinch,Fringilla coelebs,11,Green,http://www.singing-wings-aviary.com/wp-content/uploads/2015/05/Chaffinch.jpg
11,.\birds\Dunnock(113).jpg,Dunnock,Prunella modularis,12,Amber,http://www.manxbirdphotography.co.uk/Birds/Sparrows%26Tits/Dunnock/slides/dunnock121210.jpg
2,.\birds\Starling(115).jpg,Starling,Sturnus vulgaris,3,Red,http://www.gardenbird.co.uk/media/catalog/product/s/t/starling.jpg
11,.\birds\Dunnock(147).jpg,Dunnock,Prunella modularis,12,Amber,Camera trap
12,.\birds\Jackdaw(72).jpg,Jackdaw,Coloeus monedula,13,Green,https://waarneming.nl/media/photo/028/416/28416638.jpg
10,.\birds\Chaffinch(9).jpg,Chaffinch,Fringilla coelebs,11,Green,https://www.naturephoto-cz.com/photos/birds/fringilla-coelebs-157505.jpg
10,.\birds\Chaffinch(21).jpg,Chaffinch,Fringilla coelebs,11,Green,https://img2.juzaphoto.com/001/shared_files/uploads_hr/726164_large62621.jpg
17,.\birds\Greenfinch(131).jpg,Greenfinch,Chloris chloris,18,Red,http://4.bp.blogspot.com/-Gs5YugPlpu4/Tvi5wh8B9cI/AAAAAAAADQQ/dezJCOFgeB4/s1600/Greenfinch.+11.6.11.jpg
10,.\birds\Chaffinch(96).jpg,Chaffinch,Fringilla coelebs,11,Green,http://gallery.new-ecopsychology.org/photo/birds/chaffinch_(fringilla_coelebs)-8.jpg
11,.\birds\Dunnock(17).jpg,Dunnock,Prunella modularis,12,Amber,https://www.naturephoto-cz.com/photos/mraz/prunella-modularis-10x_16a251.jpg
2,.\birds\Starling(105).jpg,Starling,Sturnus vulgaris,3,Red,http://www.eastlondonlines.co.uk/ell_wp/wp-content/uploads/2011/03/starling.jpg
13,.\birds\Feral_Pigeon(83).jpg,Feral_Pigeon,Columba livia domestica,14,Green,http://nematode.unl.edu/feral_pigeon1.jpg
9,.\birds\Long_Tailed_Tit(71).jpg,Long_Tailed_Tit,Aegithalos caudatus,10,Green,https://www.natuurlijkmooi.net/images/aegicaud2.jpg
6,.\birds\Goldfinch(89).jpg,Goldfinch,Carduelis carduelis,7,Green,http://www.ecoregistros.org/site/images/dataimages/2019/01/30/313317/FB_IMG_1548780011899.jpg
16,.\birds\Coal_Tit(39).jpg,Coal_Tit,Periparus ater,17,Green,http://www.naturephoto-cz.com/photos/mraz/periparus-ater-27x_12b115.jpg
18,.\birds\Wren(75).jpg,Wren,Troglodytes troglodytes,19,Amber,https://www.oiseaux.net/photos/gabriel.leboff/images/troglodyte.familier.gale.3g.640.w.jpg
2,.\birds\Starling(134).jpg,Starling,Sturnus vulgaris,3,Red,https://4.bp.blogspot.com/-ISVhyK-bTPY/TjWVgxiNClI/AAAAAAAAAzQ/z9DjQk0sElo/s1600/european_starling.jpg
18,.\birds\Wren(68).jpg,Wren,Troglodytes troglodytes,19,Amber,https://live.staticflickr.com/4760/38840902980_167df2f4a6_b.jpg
4,.\birds\Blackbird(6).jpg,Blackbird,Turdus merula,5,Green,https://img2.juzaphoto.com/001/shared_files/uploads_hr/3034374_large42608.jpg
17,.\birds\Greenfinch(44).jpg,Greenfinch,Chloris chloris,18,Red,http://www.tf79.ch/nature/photos/chloris-chloris002.jpg
7,.\birds\Great_Tit(52).jpg,Great_Tit,Parus major,8,Green,http://gallery.new-ecopsychology.org/photo/birds/great_tit_(parus_major)-5.jpg
7,.\birds\Great_Tit(61).jpg,Great_Tit,Parus major,8,Green,http://www.hlasek.com/foto/parus_major_d5732.jpg
7,.\birds\Great_Tit(96).jpg,Great_Tit,Parus major,8,Green,https://1.bp.blogspot.com/-Qf9u_UPCWP8/VQf-4kiKZzI/AAAAAAAAYek/9DX89W-MC8U/s1600/Greattit.JPG
14,.\birds\Collared_Dove(51).jpg,Collared_Dove,Streptopelia decaocto,15,Green,Camera trap
4,.\birds\Blackbird(92).jpg,Blackbird,Turdus merula,5,Green,https://img2.juzaphoto.com/002/shared_files/uploads/1792533_m.jpg
3,.\birds\Wood_Pigeon(19).jpg,Wood_Pigeon,Columba palumbus,4,Amber,https://www.naturephoto-cz.com/photos/andera/columba-palumbus-50x_hriv.jpg
18,.\birds\Wren(2).jpg,Wren,Troglodytes troglodytes,19,Amber,https://www.viva.fct.unl.pt/sites/www.viva.fct.unl.pt/files/imagens/aves/troglodytes_troglodytes_fotos/troglodytes_troglodytes_patricia_e_luis_face.jpg
7,.\birds\Great_Tit(41).jpg,Great_Tit,Parus major,8,Green,http://www.naturephoto-cz.com/photos/mraz/parus-major-12x_13a418.jpg
9,.\birds\Long_Tailed_Tit(145).jpg,Long_Tailed_Tit,Aegithalos caudatus,10,Green,https://i.pinimg.com/originals/d7/6c/30/d76c30b52deeb1fd12d2e36fc48e8156.jpg
19,.\birds\Song_Thrush(14).jpg,Song_Thrush,Turdus philomelos,20,Amber,http://upload.wikimedia.org/wikipedia/commons/6/6e/Song_Thrush_Turdus_philomelos.jpg
0,.\birds\House_Sparrow(78).jpg,House_Sparrow,Passer domesticus,1,Red,https://avocet.integrativebiology.natsci.msu.edu/photos_data/686/original.jpg
2,.\birds\Starling(81).jpg,Starling,Sturnus vulgaris,3,Red,https://animaldiversity.org/collections/contributors/cal_vorn/starling/medium.jpg
16,.\birds\Coal_Tit(6).jpg,Coal_Tit,Periparus ater,17,Green,https://naturdata.com/images/species/15000/Periparus-ater-15743-136213881399227.jpg
1,.\birds\BlueTit(98).jpg,Blue_Tit,Cyanistes caeruleus,2,Green,http://www.eastlondonlines.co.uk/ell_wp/wp-content/uploads/2011/03/bluetit.jpg
13,.\birds\Feral_Pigeon(52).jpg,Feral_Pigeon,Columba livia domestica,14,Green,https://4.bp.blogspot.com/-CSaHN1pcI48/UmHVxiYMrqI/AAAAAAAACuc/Gnu1Ay9KC2Y/s1600/IMG_0690.JPG
18,.\birds\Wren(50).jpg,Wren,Troglodytes troglodytes,19,Amber,https://live.staticflickr.com/65535/50242271482_56f34138af.jpg
17,.\birds\Greenfinch(132).jpg,Greenfinch,Chloris chloris,18,Red,https://www.birdforum.net/gallery/greenfinch.663787/full
6,.\birds\Goldfinch(13).jpg,Goldfinch,Carduelis carduelis,7,Green,https://img5.juzaphoto.com/001/shared_files/uploads/3558517_l.jpg
14,.\birds\Collared_Dove(5).jpg,Collared_Dove,Streptopelia decaocto,15,Green,https://www.naturephoto-cz.com/photos/mraz/streptopelia-decaocto-39x_13g631.jpg
7,.\birds\Great_Tit(123).jpg,Great_Tit,Parus major,8,Green,https://www.gardensall.com/wp-content/uploads/2018/08/Great-tit.jpg
4,.\birds\Blackbird(43).jpg,Blackbird,Turdus merula,5,Green,https://img6.juzaphoto.com/001/shared_files/uploads/3824911_m.jpg
0,.\birds\House_Sparrow(97).jpg,House_Sparrow,Passer domesticus,1,Red,https://live.staticflickr.com/65535/48998793721_15709efba0.jpg
16,.\birds\Coal_Tit(126).jpg,Coal_Tit,Periparus ater,17,Green,http://www.naturephoto-cz.com/fullsize/birds/coal-tit-201652.jpg
15,.\birds\Carrion_Crow(79).jpg,Carrion_Crow,Corvus corone,16,Green,https://images.freeimages.com/images/large-previews/5a2/carrion-crow-5-1371603.jpg
4,.\birds\Blackbird(81).jpg,Blackbird,Turdus merula,5,Green,https://live.staticflickr.com/65535/49929697792_c4c9e5dbe7.jpg
5,.\birds\Robin(39).jpg,Robin,Erithacus rubecula,6,Green,https://img6.juzaphoto.com/001/shared_files/uploads/3816440_l.jpg
5,.\birds\Robin(36).jpg,Robin,Erithacus rubecula,6,Green,https://www.publicdomainpictures.net/pictures/180000/velka/robin-erithacus-rubecula-14672874895iJ.jpg
6,.\birds\Goldfinch(98).jpg,Goldfinch,Carduelis carduelis,7,Green,https://www.telegraph.co.uk/content/dam/gardening/2017/03/17/goldfinch1-xlarge_trans_NvBQzQNjv4BqaBGtXCWFUTkYZZZvfPVd8fegi2q0J8ol3Ff06dNJ70k.jpg
12,.\birds\Jackdaw(117).jpg,Jackdaw,Coloeus monedula,13,Green,https://www.naturephoto-cz.com/fullsize/mraz/jackdaw-97x_20a264.jpg
17,.\birds\Greenfinch(151).jpg,Greenfinch,Chloris chloris,18,Red,https://www.birdforum.net/gallery/greenfinch-m.654365/full
4,.\birds\Blackbird(2).jpg,Blackbird,Turdus merula,5,Green,https://i.pinimg.com/736x/b8/1b/68/b81b6852580af9cd7bc00e74698c072c.jpg
14,.\birds\Collared_Dove(18).jpg,Collared_Dove,Streptopelia decaocto,15,Green,https://i.pinimg.com/736x/6a/c5/53/6ac5538bee72049e3d25659571d8d8f2.jpg
17,.\birds\Greenfinch(119).jpg,Greenfinch,Chloris chloris,18,Red,http://www.singing-wings-aviary.com/wp-content/uploads/2015/03/European-Greenfinch-Bird.jpg
17,.\birds\Greenfinch(78).jpg,Greenfinch,Chloris chloris,18,Red,https://naturdata.com/images/species/19000/Chloris-chloris-19861-144339238620947.jpg
13,.\birds\Feral_Pigeon(18).jpg,Feral_Pigeon,Columba livia domestica,14,Green,https://waarnemingen.be/media/photo/011/894/11894640.jpg
7,.\birds\Great_Tit(20).jpg,Great_Tit,Parus major,8,Green,http://www.exworld.fr/WordPress/wp-content/images/nggallery_import/2_Parus-major.jpg
3,.\birds\Wood_Pigeon(83).jpg,Wood_Pigeon,Columba palumbus,4,Amber,http://www.surfbirds.com/media/gallery_photos/20071204031400.jpg
15,.\birds\Carrion_Crow(11).jpg,Carrion_Crow,Corvus corone,16,Green,https://eunis.eea.europa.eu/images/species/991/corvus_corone_chris_moody.jpg
7,.\birds\Great_Tit(114).jpg,Great_Tit,Parus major,8,Green,https://www.naturephoto-cz.com/fullsize/andera/great-tit-85x_kon5.jpg
3,.\birds\Wood_Pigeon(5).jpg,Wood_Pigeon,Columba palumbus,4,Amber,https://live.staticflickr.com/65535/50022489867_4c507f0dea_b.jpg
14,.\birds\Collared_Dove(62).jpg,Collared_Dove,Streptopelia decaocto,15,Green,https://www.ecotourismus.de/foto_griechenland_streptopelia_decaocto.jpg
1,.\birds\BlueTit(59).jpg,Blue_Tit,Cyanistes caeruleus,2,Green,https://www.naturephoto-cz.com/photos/birds/cyanistes-caeruleus-36438.jpg
9,.\birds\Long_Tailed_Tit(4).jpg,Long_Tailed_Tit,Aegithalos caudatus,10,Green,https://img2.juzaphoto.com/002/shared_files/uploads/2654495_l.jpg
12,.\birds\Jackdaw(88).jpg,Jackdaw,Coloeus monedula,13,Green,https://www.birdforum.net/gallery/jackdaw.640749/full
1,.\birds\BlueTit(137).jpg,Blue_Tit,Cyanistes caeruleus,2,Green,https://i.pinimg.com/originals/23/4b/81/234b81973a1b78fe390ca5732cf5f001.jpg
4,.\birds\Blackbird(83).jpg,Blackbird,Turdus merula,5,Green,http://www.hlasek.com/foto/turdus_merula_hz0472.jpg
17,.\birds\Greenfinch(83).jpg,Greenfinch,Chloris chloris,18,Red,https://www.naturephoto-cz.com/photos/birds/chloris-chloris-152374.jpg
0,.\birds\House_Sparrow(79).jpg,House_Sparrow,Passer domesticus,1,Red,http://www.naturephotos.dk/GalleriPics/215_110118082852.jpg
10,.\birds\Chaffinch(140).jpg,Chaffinch,Fringilla coelebs,11,Green,https://cdn.birdwatchingdaily.com/2016/01/CH0A1788_Sgn_BW.jpg
1,.\birds\BlueTit(149).jpg,Blue_Tit,Cyanistes caeruleus,2,Green,"http://1.bp.blogspot.com/_oAhlCXJR_cQ/SE4y7AhkDCI/AAAAAAAABtg/oxaw5wWqw6c/s1600/PB-M-G-2371-Blue-Tit,-10x15.jpg"
12,.\birds\Jackdaw(129).jpg,Jackdaw,Coloeus monedula,13,Green,http://www.naturephoto-cz.com/photos/sevcik/jackdaw--xxxkavka_dsg7971.jpg
3,.\birds\Wood_Pigeon(15).jpg,Wood_Pigeon,Columba palumbus,4,Amber,https://i1.wp.com/upload.wikimedia.org/wikipedia/commons/f/f5/Columba_palumbus_-garden_post-8.jpg
15,.\birds\Carrion_Crow(59).jpg,Carrion_Crow,Corvus corone,16,Green,https://i5.walmartimages.com/asr/2b7bc1d1-eab3-452a-8149-8eb62a46c8f1_1.ae501255c4f2e0b1666ffec265773ddb.jpeg
0,.\birds\House_Sparrow(138).jpg,House_Sparrow,Passer domesticus,1,Red,http://www.publicdomainpictures.net/pictures/30000/velka/house-sparrow.jpg
14,.\birds\Collared_Dove(17).jpg,Collared_Dove,Streptopelia decaocto,15,Green,https://www.naturephoto-cz.com/photos/birds/streptopelia-decaocto-237513.jpg
8,.\birds\Magpie(41).jpg,Magpie,Pica pica,9,Green,http://www.rios-galegos.com/pica25.jpg
10,.\birds\Chaffinch(134).jpg,Chaffinch,Fringilla coelebs,11,Green,http://www.naturephoto-cz.com/fullsize/sevcik/chaffinch--67x_penkava_dst9547.jpg
10,.\birds\Chaffinch(120).jpg,Chaffinch,Fringilla coelebs,11,Green,http://www.naturephoto-cz.com/fullsize/birds/chaffinch-157420.jpg
4,.\birds\Blackbird(49).jpg,Blackbird,Turdus merula,5,Green,https://live.staticflickr.com/1680/23565415633_9c752d1c75_b.jpg
19,.\birds\Song_Thrush(94).jpg,Song_Thrush,Turdus philomelos,20,Amber,http://www.gardenbirdwatching.com/Song-Thrush_7713ra.jpg
9,.\birds\Long_Tailed_Tit(73).jpg,Long_Tailed_Tit,Aegithalos caudatus,10,Green,https://live.staticflickr.com/8778/16925588458_45dff74ee5_b.jpg
13,.\birds\Feral_Pigeon(43).jpg,Feral_Pigeon,Columba livia domestica,14,Green,http://calphotos.berkeley.edu/imgs/512x768/0000_0000/0206/0970.jpeg
4,.\birds\Blackbird(145).jpg,Blackbird,Turdus merula,5,Green,Camera trap
15,.\birds\Carrion_Crow(118).jpg,Carrion_Crow,Corvus corone,16,Green,https://live.staticflickr.com/65535/47843821261_6492fb805b.jpg
17,.\birds\Greenfinch(144).jpg,Greenfinch,Chloris chloris,18,Red,https://live.staticflickr.com/5556/14791899772_fa625d740f_b.jpg
6,.\birds\Goldfinch(64).jpg,Goldfinch,Carduelis carduelis,7,Green,https://1x.com/images/user/3c73accd4a4d6f4158ccd10bc19a89f3-ld.jpg
14,.\birds\Collared_Dove(100).jpg,Collared_Dove,Streptopelia decaocto,15,Green,http://sandiegobirdspot.com/wp-content/gallery/eurasian-collared-dove/E7A9941_2.jpg
9,.\birds\Long_Tailed_Tit(91).jpg,Long_Tailed_Tit,Aegithalos caudatus,10,Green,https://www.biolib.cz/IMG/GAL/BIG/313951.jpg
14,.\birds\Collared_Dove(142).jpg,Collared_Dove,Streptopelia decaocto,15,Green,Camera trap
17,.\birds\Greenfinch(17).jpg,Greenfinch,Chloris chloris,18,Red,http://danskesvampe.dk/wp-content/uploads/2015/05/Chloris-chloris-_8238.jpg
17,.\birds\Greenfinch(71).jpg,Greenfinch,Chloris chloris,18,Red,http://danskesvampe.dk/wp-content/uploads/2015/05/IMG_8245-768x512.jpg
10,.\birds\Chaffinch(102).jpg,Chaffinch,Fringilla coelebs,11,Green,https://voice.gardenbird.co.uk/wp-content/uploads/2017/02/all_about_the_chaffinch-min-1200x1200.jpg
8,.\birds\Magpie(53).jpg,Magpie,Pica pica,9,Green,https://voice.gardenbird.co.uk/wp-content/uploads/2017/09/Magpie-Pica-pica.jpg
13,.\birds\Feral_Pigeon(92).jpg,Feral_Pigeon,Columba livia domestica,14,Green,https://live.staticflickr.com/65535/49671967976_1fd8ed06cc.jpg
